turma,periodo,professor,horario,cod_disciplina,,
3,2023.1,DANIELA PROMETI RIBEIRO (45h),2M345 (28/03/2023 - 25/07/2023),PPGL0063,,
1,2023.1,AVELINY MANTOVAN LIMA (30h),4M12 (28/03/2023 - 25/07/2023),PPGL0075,,
1,2023.1,ANA SUELLY ARRUDA CAMARA CABRAL (30h),4M23 (28/03/2023 - 25/07/2023),PPGL0082,,
1,2023.1,VIVIANE CRISTINA VIEIRA (30h),5T34 (28/03/2023 - 25/07/2023),PPGL0150,,
1,2023.1,DIONEY MOREIRA GOMES (60h),6M1234 (28/03/2023 - 25/07/2023),PPGL0157,,
2,2023.1,WALKIRIA NEIVA PRACA (60h),3M2345 (28/03/2023 - 25/07/2023),PPGL0157,,
3,2023.1,MARIA IZABEL SANTOS MAGALHAES (60h),6M2345 (28/03/2023 - 25/07/2023),PPGL0157,,
4,2023.1,ROSINEIDE MAGALHAES DE SOUSA (60h),6M1234 (28/03/2023 - 25/07/2023),PPGL0157,,
1,2023.1,ROSINEIDE MAGALHAES DE SOUSA (60h),6T2345 (28/03/2023 - 25/07/2023),PPGL0159,,
1,2023.1,VIVIANE DE MELO RESENDE (45h),7M345 (28/03/2023 - 25/07/2023),PPGL0169,,
2,2023.1,WALKIRIA NEIVA PRACA (45h),3T234 (28/03/2023 - 25/07/2023),PPGL0169,,
3,2023.1,VIVIANE CRISTINA VIEIRA (45h),6M124 (28/03/2023 - 25/07/2023),PPGL0169,,
4,2023.1,ROSINEIDE MAGALHAES DE SOUSA (45h),7M123 (28/03/2023 - 25/07/2023),PPGL0169,,
1,2023.1,DANIELA PROMETI RIBEIRO (30h),2T23 (28/03/2023 - 25/07/2023),PPGL0199,,
2,2023.1,JULIANA SOLEDADE BARBOSA COELHO (30h),7M23 (28/03/2023 - 25/07/2023),PPGL0199,,
1,2023.1,PATRICIA TUXI DOS SANTOS (30h),2T23 (28/03/2023 - 25/07/2023),PPGL0200,,
1,2023.1,MARINA MARIA SILVA MAGALHAES (30h),5M23 (28/03/2023 - 25/07/2023),PPGL0206,,
1,2023.1,ANA SUELLY ARRUDA CAMARA CABRAL (30h),5M23 (28/03/2023 - 25/07/2023),PPGL1816,,
2,2023.1,AVELINY MANTOVAN LIMA (30h),7M12 (28/03/2023 - 25/07/2023),PPGL1816,,
1,2023.1,ROSINEIDE MAGALHAES DE SOUSA (45h),5T234 (28/03/2023 - 25/07/2023),PPGL2025,,
1,2023.1,HELOISA MARIA MOREIRA LIMA DE ALMEIDA SALLES (30h),6T23 (28/03/2023 - 25/07/2023),PPGL2026,,
2,2023.1,HELENA DA SILVA GUERRA VICENTE (30h),6M12 (28/03/2023 - 25/07/2023),PPGL2026,,
3,2023.1,PAULO MEDEIROS JUNIOR (30h),6T23 (28/03/2023 - 25/07/2023),PPGL2026,,
1,2023.1,ULISDETE RODRIGUES DE SOUZA RODRIGUES (30h),7T23 (28/03/2023 - 25/07/2023),PPGL2027,,
2,2023.1,RODRIGO ALBUQUERQUE PEREIRA (30h),2T23 (28/03/2023 - 25/07/2023),PPGL2027,,
1,2023.1,ELOISA NASCIMENTO SILVA PILATI (45h),2M123 (28/03/2023 - 25/07/2023),PPGL2078,,
1,2023.1,CAROLINA QUEIROZ ANDRADE (22h),5T234 (28/03/2023 - 25/07/2023),PPGL2083,,
1,2023.1,CINTIA DA SILVA PACHECO (23h),5T234 (28/03/2023 - 25/07/2023),PPGL2083,,
1,2023.1,FLAVIA DE OLIVEIRA MAIA PIRES (45h),3T345 (28/03/2023 - 25/07/2023),PPGL2095,,
2,2023.1,PATRICIA TUXI DOS SANTOS (23h),7T234 (28/03/2023 - 25/07/2023),PPGL2095,,
2,2023.1,DANIELA PROMETI RIBEIRO (22h),7T234 (28/03/2023 - 25/07/2023),PPGL2095,,
1,2023.1,ROZANA REIGOTA NAVES (15h),3M3 (28/03/2023 - 25/07/2023),PPGL2253,,
2,2023.1,AVELINY MANTOVAN LIMA (15h),4M3 (28/03/2023 - 25/07/2023),PPGL2253,,
1,2023.1,ANA SUELLY ARRUDA CAMARA CABRAL (45h),3M234 (28/03/2023 - 25/07/2023),PPGL2443,,
2,2023.1,ROZANA REIGOTA NAVES (22h),5T345 (28/03/2023 - 25/07/2023),PPGL2444,,
2,2023.1,MARCUS VINICIUS DA SILVA LUNGUINHO (23h),5T345 (28/03/2023 - 25/07/2023),PPGL2444,,
1,2023.1,MARINA MARIA SILVA MAGALHAES (45h),3M234 (28/03/2023 - 25/07/2023),PPGL2574,,
1,2023.1,VIVIANE CRISTINA VIEIRA (30h),4T56 (28/03/2023 - 25/07/2023),PPGL2575,,
2,2023.1,EDNA CRISTINA MUNIZ DA SILVA (30h),4T23 (28/03/2023 - 25/07/2023),PPGL2575,,
1,2023.1,MICHELLE MACHADO DE OLIVEIRA VILARINHO (45h),4T345 (28/03/2023 - 25/07/2023),PPGL2742,,
1,2023.1,ORMEZINDA MARIA RIBEIRO (45h),2M345 (28/03/2023 - 25/07/2023),PPGL3145,,
1,2023.1,THIAGO BLANCH PIRES (30h),4M34 (28/03/2023 - 25/07/2023),PPGL3151,,
1,2023.1,VIVIANE DE MELO RESENDE (30h),7T23 (28/03/2023 - 25/07/2023),PPGL3664,,
2,2023.1,JULIANA DE FREITAS DIAS (30h),6T45 (28/03/2023 - 25/07/2023),PPGL3664,,
1,2023.1,HELENA DA SILVA GUERRA VICENTE (30h),6M34 (28/03/2023 - 25/07/2023),PPGL3667,,
2,2023.1,VIVIANE CRISTINA VIEIRA (30h),4T34 (28/03/2023 - 25/07/2023),PPGL3667,,
3,2023.1,ROZANA REIGOTA NAVES (30h),6T45 (28/03/2023 - 25/07/2023),PPGL3667,,
5,2023.1,EDNA CRISTINA MUNIZ DA SILVA (30h),6T23 (28/03/2023 - 25/07/2023),PPGL3667,,
6,2023.1,VIVIANE DE MELO RESENDE (30h),7T6  7N1 (28/03/2023 - 25/07/2023),PPGL3667,,
7,2023.1,ELOISA NASCIMENTO SILVA PILATI (30h),4T23 (28/03/2023 - 25/07/2023),PPGL3667,,
8,2023.1,THIAGO COSTA CHACON (30h),2T6  2N1 (28/03/2023 - 25/07/2023),PPGL3667,,
9,2023.1,WALKIRIA NEIVA PRACA (30h),5M12 (28/03/2023 - 25/07/2023),PPGL3667,,
10,2023.1,CINTIA DA SILVA PACHECO (30h),6N12 (28/03/2023 - 25/07/2023),PPGL3667,,
11,2023.1,JULIANA SOLEDADE BARBOSA COELHO (30h),7M45 (28/03/2023 - 25/07/2023),PPGL3667,,
1,2023.1,MARCUS VINICIUS DA SILVA LUNGUINHO (23h),4T234 (28/03/2023 - 25/07/2023),PPGL4054,,
1,2023.1,THIAGO COSTA CHACON (22h),4T234 (28/03/2023 - 25/07/2023),PPGL4054,,
1,2023.1,KYOKO SEKINO (60h),4M1234 (28/03/2023 - 25/07/2023),PGLA0066,,
1,2023.1,JOARA MARTIN BERGSLEITHNER (30h),4M12 (28/03/2023 - 25/07/2023),PGLA0108,,
1,2023.1,LUCIA MARIA DE ASSUNCAO BARBOSA (60h),5M1234 (28/03/2023 - 25/07/2023),PGLA2085,,
1,2023.1,JOARA MARTIN BERGSLEITHNER (60h),3T2345 (28/03/2023 - 25/07/2023),PGLA2914,,
3,2023.1,CLAUDINE MARIE JEANNE FRANCHON CABRERA ORDONEZ (60h),3M1234 (28/03/2023 - 25/07/2023),PGLA2914,,
1,2023.1,JOSE CARLOS PAES DE ALMEIDA FILHO (60h),5T2345 (28/03/2023 - 25/07/2023),PGLA3147,,
2,2023.1,MARIA DEL CARMEN DE LA TORRE ARANDA (60h),4T2345 (28/03/2023 - 25/07/2023),PGLA3149,,
1,2023.1,AUGUSTO RODRIGUES DA SILVA JUNIOR (30h),7M12 (28/03/2023 - 25/07/2023),POSLIT0273,,
1,2023.1,DANGLEI DE CASTRO PEREIRA (30h),7M45 (28/03/2023 - 25/07/2023),POSLIT0288,,
2,2023.1,GERMANA HENRIQUES PEREIRA (30h),6M34 (28/03/2023 - 25/07/2023),POSLIT0288,,
3,2023.1,PAULO CESAR THOMAZ (30h),7M5  7T1 (28/03/2023 - 25/07/2023),POSLIT0288,,
4,2023.1,ROBERTA CANTARELA (30h),5T45 (28/03/2023 - 25/07/2023),POSLIT0288,,
5,2023.1,ROGERIO DA SILVA LIMA (30h),7M34 (28/03/2023 - 25/07/2023),POSLIT0288,,
6,2023.1,ANNA HERRON MORE (30h),7M12 (28/03/2023 - 25/07/2023),POSLIT0288,,
1,2023.1,ROBERTA CANTARELA (30h),4T23 (28/03/2023 - 25/07/2023),POSLIT0305,,
2,2023.1,DANGLEI DE CASTRO PEREIRA (30h),7M12 (28/03/2023 - 25/07/2023),POSLIT0305,,
3,2023.1,ANNA HERRON MORE (30h),7M34 (28/03/2023 - 25/07/2023),POSLIT0305,,
1,2023.1,PAULO PETRONILIO CORREIA (60h),2N1234 (28/03/2023 - 25/07/2023),POSLIT2339,,
1,2023.1,AUGUSTO RODRIGUES DA SILVA JUNIOR (30h),7N12 (28/03/2023 - 25/07/2023),POSLIT2446,,
1,2023.1,LUCIA HELENA MARQUES RIBEIRO (60h),2T2345 (28/03/2023 - 25/07/2023),POSLIT2578,,
1,2023.1,RICARDO ARAUJO (60h),24T34 (28/03/2023 - 25/07/2023),POSLIT2581,,
1,2023.1,SERGE DOMINIQUE MARGEL (60h),7M1234 (28/03/2023 - 25/07/2023),POSLIT2584,,
1,2023.1,JULIANA ESTANISLAU DE ATAÍDE MANTOVANI (60h),4M1234 (28/03/2023 - 25/07/2023),POSLIT3034,,
1,2023.1,ALEXANDRE SIMOES PILATI (60h),2M1234 (28/03/2023 - 25/07/2023),POSLIT3373,,
1,2023.1,PAULO CESAR THOMAZ (60h),6T2345 (28/03/2023 - 25/07/2023),POSLIT3583,,
1,2023.1,ANA CLAUDIA DA SILVA (60h),6M1234 (28/03/2023 - 25/07/2023),POSLIT3589,,
1,2023.1,PABLO GONCALO PIRES DE CAMPOS MARTINS (60h),5T2345 (28/03/2023 - 25/07/2023),POSLIT3868,,
1,2023.1,MA TO FU (60h),23M34,PPGMAT0022,,
1,2023.1,KETI TENENBLAT (30h),4T45 (28/03/2023 - 25/07/2023),PPGMAT0025,,
1,2023.1,TARCISIO CASTRO SILVA (75h),24T23 5T2 (28/03/2023 - 25/07/2023),PPGMAT0045,,
1,2023.1,MARTINO GARONZI (75h),24M34 6M5 (28/03/2023 - 25/07/2023),PPGMAT0049,,
1,2023.1,JAQUELINE GODOY MESQUITA (45h),7M123 (28/03/2023 - 25/07/2023),PPGMAT0098,,
2,2023.1,PAVEL ZALESSKI (45h),7M123 (28/03/2023 - 25/07/2023),PPGMAT0098,,
3,2023.1,PAVEL SHUMYATSKY (45h),7M123 (28/03/2023 - 25/07/2023),PPGMAT0098,,
4,2023.1,LUIS HENRIQUE DE MIRANDA (45h),7M123 (28/03/2023 - 25/07/2023),PPGMAT0098,,
5,2023.1,GIOVANY DE JESUS MALCHER FIGUEIREDO (45h),7M123 (28/03/2023 - 25/07/2023),PPGMAT0098,,
6,2023.1,RAIMUNDO DE ARAUJO BASTOS JUNIOR (45h),7M123 (28/03/2023 - 25/07/2023),PPGMAT0098,,
1,2023.1,WILLIAN CINTRA DA SILVA (15h),6M3 (28/03/2023 - 25/07/2023),PPGMAT0164,,
1,2023.1,DANIELE NANTES SOBRINHO (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0171,,
2,2023.1,WILLIAN CINTRA DA SILVA (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0171,,
3,2023.1,DIEGO MARQUES FERREIRA (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0171,,
4,2023.1,JOAO PAULO DOS SANTOS (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0171,,
5,2023.1,HEMAR TEIXEIRA GODINHO (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0171,,
6,2023.1,YURI DUMARESQ SOBRAL (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0171,,
7,2023.1,ALEX CARRAZEDO DANTAS (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0171,,
8,2023.1,KETI TENENBLAT (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0171,,
9,2023.1,MARCELO FERNANDES FURTADO (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0171,,
10,2023.1,LUIS HENRIQUE DE MIRANDA (60h),7T1234 (28/03/2023 - 25/07/2023),PPGMAT0171,,
11,2023.1,EMERSON FERREIRA DE MELO (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0171,,
12,2023.1,IGOR DOS SANTOS LIMA (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0171,,
1,2023.1,TARCISIO CASTRO SILVA (15h),4M3 (28/03/2023 - 25/07/2023),PPGMAT0173,,
1,2023.1,CATIA REGINA GONCALVES (15h),6T2 (28/03/2023 - 25/07/2023),PPGMAT0175,,
1,2023.1,NORAI ROMEU ROCCO (30h),7M12 (28/03/2023 - 25/07/2023),PPGMAT0181,,
3,2023.1,MAURO MORAES ALVES PATRAO (30h),7M12 (28/03/2023 - 25/07/2023),PPGMAT0181,,
4,2023.1,CARLOS ALBERTO PEREIRA DOS SANTOS (30h),7M12 (28/03/2023 - 25/07/2023),PPGMAT0181,,
5,2023.1,MARTINO GARONZI (30h),7T12 (28/03/2023 - 25/07/2023),PPGMAT0181,,
6,2023.1,LILIANE DE ALMEIDA MAIA (30h),7M12 (28/03/2023 - 25/07/2023),PPGMAT0181,,
7,2023.1,CATIA REGINA GONCALVES (30h),7M12 (28/03/2023 - 25/07/2023),PPGMAT0181,,
8,2023.1,MA TO FU (30h),7M12 (28/03/2023 - 25/07/2023),PPGMAT0181,,
1,2023.1,MANUELA CAETANO MARTINS DE REZENDE (15h),7M1 (28/03/2023 - 25/07/2023),PPGMAT0193,,
2,2023.1,LUCIANA MARIA DIAS DE AVILA RODRIGUES (15h),7M1 (28/03/2023 - 25/07/2023),PPGMAT0193,,
4,2023.1,TARCISIO CASTRO SILVA (15h),7M1 (28/03/2023 - 25/07/2023),PPGMAT0193,,
5,2023.1,ALEXEI KRASSILNIKOV (15h),7M1 (28/03/2023 - 25/07/2023),PPGMAT0193,,
6,2023.1,THEO ALLAN DARN ZAPATA (15h),7M1 (28/03/2023 - 25/07/2023),PPGMAT0193,,
7,2023.1,CHANG CHUNG YU DOREA (15h),7M1 (28/03/2023 - 25/07/2023),PPGMAT0193,,
8,2023.1,VICTOR PETROGRADSKIY (15h),7M1 (28/03/2023 - 25/07/2023),PPGMAT0193,,
9,2023.1,MAURICIO AYALA RINCON (15h),7M1 (28/03/2023 - 25/07/2023),PPGMAT0193,,
10,2023.1,CATIA REGINA GONCALVES (15h),7T1 (28/03/2023 - 25/07/2023),PPGMAT0193,,
1,2023.1,LEANDRO MARTINS CIOLETTI (75h),23M34 5M3 (28/03/2023 - 25/07/2023),PPGMAT0198,,
1,2023.1,PEDRO ROITMAN (75h),3M34 5M134 (28/03/2023 - 25/07/2023),PPGMAT0212,,
1,2023.1,DIEGO MARQUES FERREIRA (15h),4T2 (28/03/2023 - 25/07/2023),PPGMAT0228,,
1,2023.1,MAURO MORAES ALVES PATRAO (15h),4T2 (28/03/2023 - 25/07/2023),PPGMAT0251,,
2,2023.1,LUCAS CONQUE SECO FERREIRA (75h),24T45 6T4 (28/03/2023 - 25/07/2023),PPGMAT1969,,
1,2023.1,YURI DUMARESQ SOBRAL (15h),4T4 (28/03/2023 - 25/07/2023),PPGMAT1990,,
1,2023.1,EDUARDO ANTONIO DA SILVA (75h),34T23 5T2 (28/03/2023 - 25/07/2023),PPGMAT1992,,
1,2023.1,SHEILA CAMPOS CHAGAS (90h),356M34 (28/03/2023 - 25/07/2023),PPGMAT2112,,
1,2023.1,MANUELA CAETANO MARTINS DE REZENDE (90h),346M12 (28/03/2023 - 25/07/2023),PPGMAT2116,,
1,2023.1,THEO ALLAN DARN ZAPATA (75h),35T45 6T4 (28/03/2023 - 25/07/2023),PPGMAT2224,,
1,2023.1,PAVEL ZALESSKI (15h),6T2 (28/03/2023 - 25/07/2023),PPGMAT2408,,
1,2023.1,JAQUELINE GODOY MESQUITA (75h),3M12 4M34 5M1 (28/03/2023 - 25/07/2023),PPGMAT3495,,
1,2023.1,MAURICIO AYALA RINCON (15h),6M3 (28/03/2023 - 25/07/2023),PPGMAT3594,,
1,2023.1,IGOR DOS SANTOS LIMA (75h),6M1234  5T1 (28/03/2023 - 25/07/2023),PPGMAT3595,,
1,2023.1,ALEX CARRAZEDO DANTAS (45h),4T23 5T456 (28/03/2023 - 25/07/2023),PPGMAT3596,,
1,2023.1,RAIMUNDO DE ARAUJO BASTOS JUNIOR (30h),4T23 5T456 (28/03/2023 - 25/07/2023),PPGMAT3596,,
1,2023.1,MAURICIO AYALA RINCON (75h),24N12 6N1 (28/03/2023 - 25/07/2023),PPGMAT3978,,
1,2023.1,WESCLEY WELL VICENTE BEZERRA (30h),3T6  3N123 (28/03/2023 - 25/07/2023),PPGMAT0001,,
1,2023.1,TATIANE DA SILVA EVANGELISTA (30h),3T6  3N123 (28/03/2023 - 25/07/2023),PPGMAT0001,,
1,2023.1,JOSE EDUARDO CASTILHO (60h),3T2345 (28/03/2023 - 25/07/2023),PPGMAT0002,,
1,2023.1,ANTONIO LUIZ DE MELO (60h),4T2345 (28/03/2023 - 25/07/2023),PPGMAT0006,,
1,2023.1,TARCISIO CASTRO SILVA (60h),6T2345 (28/03/2023 - 25/07/2023),PPGMAT0007,,
1,2023.1,IGOR DOS SANTOS LIMA (60h),7T1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
2,2023.1,REGINA DA SILVA PINA NEVES (60h),7T1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
3,2023.1,REGINA DA SILVA PINA NEVES (60h),7N1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
4,2023.1,REGINA DA SILVA PINA NEVES (60h),6N1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
5,2023.1,IGOR DOS SANTOS LIMA (60h),2N1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
6,2023.1,SIMONE VASCONCELOS DA SILVA (60h),7T1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
7,2023.1,SIMONE VASCONCELOS DA SILVA (60h),2N1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
8,2023.1,JOSE EDUARDO CASTILHO (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
9,2023.1,JOSE EDUARDO CASTILHO (60h),7T1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
10,2023.1,LUCIANA MARIA DIAS DE AVILA RODRIGUES (60h),7T1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
11,2023.1,RAQUEL CARNEIRO DORR (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
12,2023.1,RAQUEL CARNEIRO DORR (60h),7T1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
13,2023.1,RAQUEL CARNEIRO DORR (60h),6M1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
14,2023.1,RICARDO RAMOS FRAGELLI (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
15,2023.1,RICARDO RAMOS FRAGELLI (60h),7T1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
16,2023.1,ROGERIO CESAR DOS SANTOS (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
17,2023.1,ROGERIO CESAR DOS SANTOS (60h),7T1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
18,2023.1,RUI SEIMETZ (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
19,2023.1,RUI SEIMETZ (60h),7T1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
20,2023.1,LINEU DA COSTA ARAUJO NETO (60h),5N1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
21,2023.1,ANDRE VON BORRIES LOPES (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
22,2023.1,MAURO LUIZ RABELO (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
23,2023.1,ADAIL DE CASTRO CAVALHEIRO (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
24,2023.1,GUY GREBOT (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
25,2023.1,TATIANE DA SILVA EVANGELISTA (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
26,2023.1,TATIANE DA SILVA EVANGELISTA (60h),7T1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
27,2023.1,WESCLEY WELL VICENTE BEZERRA (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
28,2023.1,CARLOS MABER CARRION RIVEROS (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
29,2023.1,LINEU DA COSTA ARAUJO NETO (60h),7M1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
30,2023.1,TATIANE DA SILVA EVANGELISTA (60h),2N1234 (28/03/2023 - 25/07/2023),PPGMAT0008,,
31,2023.1,REGINA DA SILVA PINA NEVES (60h),2T3456 (28/03/2023 - 25/07/2023),PPGMAT0008,,
1,2023.1,ANDRE VON BORRIES LOPES (60h),4N1234 (28/03/2023 - 25/07/2023),PPGMAT0018,,
1,2023.1,MAURO LUIZ RABELO (30h),6N1234 (28/03/2023 - 25/07/2023),PPGMAT3099,,
1,2023.1,RUI SEIMETZ (30h),6N1234 (28/03/2023 - 25/07/2023),PPGMAT3099,,
1,2023.1,PATRICIA ALBUQUERQUE DE ANDRADE NICOLA (30h),246M1234 (29/03/2023 - 08/05/2023),PPGMT0007,,
1,2023.1,ANDRE MORAES NICOLA (30h),246M1234 (29/03/2023 - 08/05/2023),PPGMT0007,,
1,2023.1,NADJAR NITZ SILVA LOCIKS DE ARAUJO (60h),23456M12345 (15/05/2023 - 31/05/2023),PPGMT0008,,
1,2023.1,LUCIANA HAGSTROM BEX (60h),23456M12345 (15/05/2023 - 31/05/2023),PPGMT0008,,
1,2023.1,JULIANA LOTT DE CARVALHO (60h),23456M12345 (15/05/2023 - 31/05/2023),PPGMT0008,,
1,2023.1,MARIANA MACHADO HECHT (60h),23456M12345 (15/05/2023 - 31/05/2023),PPGMT0008,,
1,2023.1,LUIZ ANTONIO SOARES ROMEIRO (30h),246M34 (29/03/2023 - 05/05/2023),PPGMT0014,,
1,2023.1,SELMA APARECIDA SOUZA KUCKELHAUS (45h),2345M1234 6M123 (12/06/2023 - 30/06/2023),PPGMT0015,,
1,2023.1,TATIANA KARLA DOS SANTOS BORGES (45h),2345M1234 6M123 (12/06/2023 - 30/06/2023),PPGMT0015,,
1,2023.1,GUSTAVO ADOLFO SIERRA ROMERO (60h),23456T123456 (12/06/2023 - 23/06/2023),PPGMT0018,,
2,2023.1,FABIANA BRANDAO ALVES SILVA (30h),6T12 (28/03/2023 - 25/07/2023),PPGMT0032,,
3,2023.1,MARCOS TAKASHI OBARA (30h),5M5  5T1 (28/03/2023 - 25/07/2023),PPGMT0032,,
4,2023.1,MICHELINE MARIE MILWARD DE AZEVEDO MEINERS (30h),4T45 (28/03/2023 - 25/07/2023),PPGMT0032,,
5,2023.1,AMILCAR SABINO DAMAZO (30h),7M12 (28/03/2023 - 29/07/2023),PPGMT0032,,
6,2023.1,RODRIGO GURGEL GONCALVES (30h),3M5  3T1 (28/03/2023 - 29/07/2023),PPGMT0032,,
7,2023.1,INGRID FERREIRA METZGER (30h),7M5  7T1 (28/03/2023 - 25/07/2023),PPGMT0032,,
8,2023.1,CECILIA BEATRIZ FIUZA FAVALI (30h),7M5  7T1 (28/03/2023 - 25/07/2023),PPGMT0032,,
1,2023.1,HENRY MAIA PEIXOTO (30h),6M12,PPGMT0033,,
1,2023.1,MARIA REGINA FERNANDES DE OLIVEIRA (45h),2T234,PPGMT0034,,
1,2023.1,RODOLFO REGO DEUSDARA RODRIGUES (15h),2T234,PPGMT0034,,
1,2023.1,HENRY MAIA PEIXOTO (30h),2T234,PPGMT0034,,
2,2023.1,RODRIGO GURGEL GONCALVES (60h),2T234,PPGMT0034,,
3,2023.1,WILDO NAVEGANTES DE ARAUJO (20h),2T234,PPGMT0034,,
3,2023.1,GUSTAVO ADOLFO SIERRA ROMERO (20h),2T234,PPGMT0034,,
3,2023.1,ELISABETH CARMEN DUARTE (20h),2T234,PPGMT0034,,
1,2023.1,MARIA REGINA FERNANDES DE OLIVEIRA (30h),4T456 (12/04/2023 - 28/06/2023),PPGMT0038,,
2,2023.1,LUCIA ROLIM SANTANA DE FREITAS (45h),4T234,PPGMT0040,,
1,2023.1,MARCOS TAKASHI OBARA (30h),7M1234 (28/03/2023 - 25/07/2023),PPGMT0060,,
1,2023.1,RODRIGO GURGEL GONCALVES (30h),7M1234 (28/03/2023 - 25/07/2023),PPGMT0060,,
1,2023.1,TATIANA KARLA DOS SANTOS BORGES (30h),7T23 (28/03/2023 - 25/07/2023),PPGMT0061,,
1,2023.1,CECILIA BEATRIZ FIUZA FAVALI (30h),4T23 (28/03/2023 - 25/07/2023),PPGMT0068,,
1,2023.1,CECILIA BEATRIZ FIUZA FAVALI (150h),7T23456  7N1234 (28/03/2023 - 29/07/2023),PPGMT0249,,
2,2023.1,WILDO NAVEGANTES DE ARAUJO (150h),7T123456  7N1234 (28/03/2023 - 29/07/2023),PPGMT0249,,
1,2023.1,LUCIA ROLIM SANTANA DE FREITAS (30h),3T23 (28/03/2023 - 25/07/2023),PPGMT0293,,
1,2023.1,ELISABETH CARMEN DUARTE (30h),4M2345 (31/05/2023 - 19/07/2023),PPGMT0295M,,
2,2023.1,GERSON OLIVEIRA PENNA (15h),5M123 (28/03/2023 - 25/07/2023),PPGMT2849,,
2,2023.1,GUSTAVO ADOLFO SIERRA ROMERO (15h),5M123 (28/03/2023 - 25/07/2023),PPGMT2849,,
2,2023.1,HUGO COSTA PAES (15h),5M123 (28/03/2023 - 25/07/2023),PPGMT2849,,
1,2023.1,GERSON OLIVEIRA PENNA (30h),6T45 (28/03/2023 - 25/07/2023),PPGMT2850,,
1,2023.1,MICHELINE MARIE MILWARD DE AZEVEDO MEINERS (30h),4M34 (28/03/2023 - 25/07/2023),PPGMT2856,,
2,2023.1,ELZA FERREIRA NORONHA (30h),3M45 (28/03/2023 - 26/07/2023),PPGMT2856,,
1,2023.1,ELISABETH CARMEN DUARTE (30h),4M2345 (29/03/2023 - 17/05/2023),PPGMT2863M,,
1,2023.1,HENRY MAIA PEIXOTO (30h),3T234 (27/02/2023 - 29/07/2023),PPGMT2894,,
1,2023.1,ELISABETH CARMEN DUARTE (30h),3T234 (27/02/2023 - 29/07/2023),PPGMT2894,,
1,2023.1,WALTER MASSA RAMALHO (30h),4T2345 (02/06/2023 - 25/07/2023),PPGMT3448M,,
1,2023.1,JONAS LOTUFO BRANT DE CARVALHO (30h),3T23 (28/03/2023 - 25/07/2023),PPGMT3952,,
1,2023.1,REGINA COELLY FERNANDES SARAIVA (30h),4M34 (28/03/2023 - 25/07/2023),MADER0019,,
2,2023.1,JANAINA DEANE DE ABREU SA DINIZ (30h),5M5  5T1 (28/03/2023 - 25/07/2023),MADER0019,,
3,2023.1,REGINA COELLY FERNANDES SARAIVA (30h),7T23 (28/03/2023 - 25/07/2023),MADER0019,,
1,2023.1,FLAVIANE DE CARVALHO CANAVESI (30h),5T23 (28/03/2023 - 25/07/2023),PPGMADER1858,,
2,2023.1,REINALDO JOSE DE MIRANDA FILHO (30h),5T23 (28/03/2023 - 25/07/2023),PPGMADER1858,,
